'1.41904849463892', '-0.846739203079107', '2.5449602982422', '-0.534572175706497', '-0.569299373809626', '0.652275506223666', '-0.743981154082481', '-0.695044160639471', '-0.0207114853092163', '-0.884487684156902', '-0.342915520393052', '-0.1037746770983', '-0.710983574515927', '0.469168415650682', '-0.332154993142383', '-1.20978757871708', '0.56055501707743', '-0.16396416133493', '-0.822455608859965', '0.431727301268337', '-0.565640750358116', '1.31317725965596', '-0.789570131901424', '-0.087190247500092', '-0.435140133254683', '-0.494528409332421', '-1.24744288198102', '-1.55273412180103', '-1.05845856996748', '0.323333399843064', '-1.28366540317208', '0.140007709341097', '-0.385632065933707', '0.461863164841813', '-0.136880243976086', '-0.457116819188899', '-0.615133845349706', '0.156895647424266', '-0.413227722063017', '-0.264213502325794', '1.16805506971524', '1.01886598499269', '-0.696259652586882', '-0.250467687203989', '-0.404998754839039', '1.0422659488292', '0.376904261327916', '-1.0764720058052', '-0.90300752304061', '-0.867479357038169', '-1.07616158914921', '-0.419467873396153', '-1.01194208825251', '0.0457661861495062', '0.46276446810283', '0.692273464017222', '-0.52289886538888', '-0.453539851198831', '-2.19115230283873', '-0.0735376448664763', '-0.851376664405404'
'-0.695044160639471', '0.0622602355205227', '0.132038042005285', '0.313770624871205', '-0.332271687755808', '0.652275506223666', '0.901795338281795', '-0.695044160639471', '2.30879364754367', '-0.75738610749656', '-1.39017851878493', '-0.514003093786524', '-0.702531888969654', '-0.0832867312048333', '-0.436176076365867', '-0.608599741778027', '-0.339768451971539', '-0.803106013528856', '-0.166288838949829', '-0.737665443590485', '-1.04004073629725', '0.310921171982237', '0.580283822648649', '0.854096016004422', '-0.326602901839221', '-0.701738335946835', '-0.38950147928386', '0.096601126046971', '-0.852262007210595', '-0.729212338776497', '-0.188310938747043', '0.568811597682062', '-0.47295535651779', '-0.450366570911767', '-0.51084198837183', '-0.457116819188899', '-0.537645026177094', '0.302348615192408', '1.72389606703455', '-0.3414024394735', '-0.061974663811588', '0.0681559265632092', '-0.169009085793911', '-0.574821550518796', '-0.35451438497223', '0.573129425897672', '-0.767819488549607', '-0.0528696479468706', '-0.410717338140114', '-0.482057414746588', '-0.807519861093043', '-0.354798063981329', '-1.31942084971946', '0.817598566426658', '-0.935103373476756', '0.216416939786928', '-1.04012945039414', '-0.659881211262662', '0.278122247701657', '-0.419133014517943', '-1.03838919149145'
'-0.695044160639471', '0.516759954820338', '-0.0196774710958986', '-0.449737895648727', '-0.332271687755808', '-1.51209321897304', '-0.743981154082481', '-0.695044160639471', '-0.205503959790335', '-0.884487684156902', '-0.318560566942078', '0.661985034053053', '-0.956082455357845', '-0.917385678418062', '-0.945879384160935', '-1.72380317929997', '0.0203609356480488', '-0.803106013528856', '-0.603733352223253', '-0.85907780507856', '-1.49546472279882', '-1.03056005305797', '-0.0643533324337383', '-1.14800492541788', '-1.17681121459367', '-0.724761661126214', '-1.5763204196816', '-1.12416669519486', '-0.992850572726654', '-2.33434459017133', '-1.44796857283583', '-1.57520784402276', '-1.13614034716988', '-1.01594900707899', '-0.937158376982978', '-0.854373102531634', '-0.421411797418176', '-1.544904075463', '-0.40563850406196', '-0.548847708057959', '-0.398969111353184', '-0.78748312602332', '-0.907159879304071', '-0.784082107496091', '-1.56613926177564', '-0.919577692520831', '-1.20132434057423', '-1.26105603755014', '-1.75504822767608', '-1.70256023200326', '-1.41196374921942', '-0.618096573741684', '-1.39629054008619', '-1.38763680579378', '-2.21648222825804', '-0.782881761096689', '-0.781514157891511', '-0.866222571326492', '-2.19115230283873', '-1.01816498858048', '-0.29033908314728'
'-0.695044160639471', '0.789459786400227', '-0.397352259028633', '-0.364903615590957', '-0.0162347730173843', '0.652275506223666', '0.078907092099657', '1.41904849463892', '1.3176340116904', '0.00522335246549348', '0.0630003704565149', '0.0329681284644418', '-0.533498178044193', '0.274184246172265', '-0.311350776497687', '0.142885054395788', '-0.54641412439135', '-0.396379380314539', '-0.385011095586541', '-0.3925987319928', '-0.138680763012893', '0.388017794110984', '0.0968059563368586', '-0.998594407401288', '0.270351870945819', '-0.149178531641732', '0.0323197103755783', '-0.55274345971996', '0.244328803814668', '0.586469834497954', '-0.40738183163205', '-0.615924918558954', '-0.411593044215462', '-0.267920623761052', '-0.839928323440085', '-0.655744960860267', '-0.537645026177094', '-0.175568278902916', '-0.561976394883729', '-0.31245658804311', '0.350843534426867', '0.701962632182861', '0.938217104471328', '-0.323708882146042', '-0.386067116138986', '0.871670849581372', '-0.435917336218254', '0.198835849887145', '-0.543257003305632', '1.18226460878524', '-0.00159467692453448', '-0.534949675922624', '0.786808666329112', '-1.16711326857173', '0.229786494506233', '0.692273464017222', '0.252947012119011', '-0.472298156659179', '-0.544969269145138', '1.35492321635959', '1.84991539350409'
'1.41904849463892', '-1.39213886623888', '-1.53844659692796', '2.64671332645989', '0.931875971197887', '-1.51209321897304', '1.72468358446393', '1.41904849463892', '-0.916674997944941', '0.640731235767205', '-0.602701690536775', '0.0329681284644418', '-0.609563347960651', '1.09745073952558', '1.38419288004509', '-0.217827647767643', '4.01608223637966', '-0.91931362301866', '-1.36926125045174', '-0.622643206391257', '0.240839225738417', '0.819758878031971', '-0.144932976819037', '-0.96871230379797', '0.0532774081148957', '-0.379411783435525', '-0.789874133875869', '-0.293005625413188', '-0.252417461008742', '0.323333399843064', '0.687972632792982', '-0.310899472213319', '0.466360039494779', '-0.632812518062484', '-0.421091169716851', '2.52230530588161', '-0.886344712453846', '1.3205193895694', '-0.203765305233852', '-0.138781479460772', '-0.72753869770624', '0.0681559265632092', '-0.959884935983368', '-0.595747606216525', '-0.651110057939731', '-1.00487524214475', '-0.950704347997495', '0.0981536507535385', '-1.15861973443125', '0.417260450600433', '-0.359783647666094', '-0.886014355603097', '1.47863587962974', '-0.726066194127646', '0.229786494506233', '1.16812998824752', '-2.17803673740572', '-0.416023240278134', '0.758258965862287', '2.50690778186447', '0.187581819405938'
'1.41904849463892', '0.698559842540263', '1.10366292378095', '-1.42533211631308', '-0.648308602494233', '0.652275506223666', '2.54757183064607', '1.41904849463892', '-0.166305556112522', '1.78464542571029', '-0.63517496180474', '1.5918361118797', '2.34852659323491', '-0.0670380504149653', '-1.1747257672526', '-0.247887039614596', '-0.808794106799906', '0.649489105093703', '0.489877930960307', '1.10269035159717', '0.145959228550589', '-0.953463430929224', '-0.950729420672021', '-1.01353545920295', '-0.453229671823926', '0.817801125892199', '-0.267959780568428', '0.48620787750713', '1.29405675966791', '-0.202939469466717', '0.359366293465473', '-0.310899472213319', '2.4795159007981', '1.00920100629396', '2.10689022239838', '0.337395747496569', '5.08029436383726', '-0.996338597023147', '3.63637900330085', '-0.365523982332158', '1.43765062774851', '-1.0093154729902', '-0.432634369190397', '1.58056218634734', '1.81000297306719', '-0.0239534214697293', '2.06350907623622', '-2.2175369293194', '2.35368139245498', '1.57352627747517', '-0.628425375722263', '1.01712575003315', '1.18653105623614', '-1.05685149996071', '-0.00319147909036447', '1.64398651247781', '0.770177597124272', '1.36601577845495', '-0.202014470458974', '0.341176798715283', '1.64212369674182'
'-0.695044160639471', '-1.93753852939866', '0.120740078263707', '-1.29808069622643', '-1.20137320328647', '0.652275506223666', '0.078907092099657', '-0.695044160639471', '0.987247466405974', '-0.630284530836218', '0.444561307855108', '-0.678094460461814', '3.43879402870413', '-0.310768262262987', '0.510415780967832', '-1.7027616050071', '-0.176852776619821', '-0.686898404039051', '-0.166288838949829', '-0.712104946435101', '-0.0912407644189793', '-0.197916534067497', '-0.950729420672021', '-0.371070231731612', '0.32462048665355', '0.219194671228337', '-0.275109292257571', '0.616076794660516', '-0.974105430657846', '-0.466075904121607', '-0.40738183163205', '-1.11103868654027', '-0.923732343046435', '-1.47206387495578', '0.0127044537822116', '1.13190831418204', '1.16710899562036', '0.614033546124141', '-0.938401607736142', '-0.215970416608478', '-0.516917167992743', '-0.914244467147251', '-1.06533504934196', '0.994632626810917', '-0.348203838738879', '0.0613441281541851', '0.166925348628489', '-0.0696500144691383', '-0.761000738934698', '-0.452858782754802', '2.28186001155291', '-0.336320975577093', '-0.950446335959122', '0.26628972337155', '1.04520940209432', '0.692273464017222', '-1.04012945039414', '0.0529343962305719', '-0.202014470458974', '-1.22552221037136', '-0.0617682167087839'
'-0.695044160639471', '0.789459786400227', '-1.32378528583799', '-0.746657875850923', '-1.04335474591726', '-1.51209321897304', '-1.56686940026462', '-0.695044160639471', '-0.586288452660518', '-1.01158926081724', '0.688110842364848', '-0.623397338236718', '-0.609563347960651', '2.03987422533793', '-0.0617001767613265', '0.233063229936646', '0.629151090909732', '0.707592909838605', '-1.04117786549668', '1.16020147019678', '-0.565640750358116', '1.15898401539846', '-0.547831198745529', '2.21373172995539', '0.559784488053718', '0.0350080697933025', '-0.668332435160437', '1.13555246327406', '0.272446516917879', '1.63901557311752', '1.07134669534174', '1.09486997616222', '-0.470595267583085', '0.279417217691096', '0.461458547057104', '0.138767605825201', '-0.692622664522317', '0.614033546124141', '-0.624207982492394', '-0.423415685192937', '-0.466368000861503', '0.0681559265632092', '-0.696259652586882', '-1.04565780371771', '1.10322179493187', '0.103992902966142', '-0.0159595108193996', '1.1049756420896', '0.346652177091419', '0.720926223315011', '-0.0911419196099242', '0.21337240444891', '0.986669861282625', '1.58943094670381', '1.16169838889262', '-0.497367846558513', '-0.00566828038361939', '0.615683560041019', '0.621077046387821', '2.04611395566252', '1.01874860645501'
'1.41904849463892', '-1.02853909079903', '-0.610399575298381', '-1.00116071602423', '-0.569299373809626', '0.652275506223666', '0.078907092099657', '-0.695044160639471', '0.43287004296262', '-0.75738610749656', '-0.805659635961558', '-0.322563165998686', '0.260960263305471', '-1.23694306728547', '-0.883466734226845', '-0.518421566237169', '-0.486392559788085', '-0.91931362301866', '-1.52236683009744', '2.59797943518714', '1.33195919339843', '0.480533740665482', '1.38608026650163', '-0.356129179929953', '0.0713669466841394', '0.587567874098406', '-0.804173157254155', '0.226470043200357', '-1.13343913824271', '-2.07120815551644', '-0.0240077690832885', '0.529025669897849', '-0.26290744132905', '-0.267920623761052', '-0.795052914112595', '0.734652030839303', '0.430965213480553', '-0.0924522973211207', '-0.352513978054563', '-0.0471196165978718', '0.291869506107088', '1.65267269061234', '-0.907159879304071', '0.105275259657413', '0.137708221229154', '-0.791631368084959', '-0.483331929408447', '0.601564646421569', '-0.230842078272625', '-0.11415465165008', '-0.135915540952619', '-0.206981356747445', '0.479329904862168', '-0.0644955824615155', '-0.352658439485261', '-0.782881761096689', '-1.29874474289677', '-0.134648658372911', '-0.476378309407905', '-0.373053631897747', '0.810956909692744'
'-0.695044160639471', '1.33485944956', '-1.45774685591669', '0.398604904928975', '1.56394980067473', '0.652275506223666', '0.078907092099657', '1.41904849463892', '-1.24146177127539', '1.78464542571029', '0.728702431449805', '0.607287911827956', '-0.702531888969654', '1.53616512085202', '-0.66502245945753', '0.293182013630552', '-0.339768451971539', '0.242762471879387', '1.14604470087044', '-0.0475320203951148', '0.240839225738417', '1.05104874441821', '1.86955813281342', '0.286336047541382', '2.1697534207164', '0.587567874098406', '0.632878692263592', '1.52515921473422', '0.609859074156422', '1.11274270380773', '0.852275802456737', '1.24959302865638', '1.11066431866923', '0.644309111992528', '1.80772082688178', '0.734652030839303', '0.0047767080311884', '-0.466474214439201', '0.221230902825324', '-0.114659936602114', '0.0728231152050504', '1.33576933780251', '1.5181927279436', '0.387777011576761', '1.48185456893294', '0.914319624393329', '1.16263180562255', '0.819709411211049', '0.460257604376149', '1.57936600387353', '0.0431789444181605', '0.0470786088107916', '0.46395596678882', '0.376551491982571', '1.27818737569092', '0.216416939786928', '0.511562304621642', '0.240517450834054', '0.552486086650588', '1.58532012946056', '-0.415014101204641'
'-0.695044160639471', '0.153160179380486', '0.38059324431999', '1.62870196576664', '1.87998671541316', '0.652275506223666', '0.901795338281795', '1.41904849463892', '-1.31985857863102', '1.27623911906892', '0.0224087813715582', '-0.760140143799459', '1.3174209565896', '-0.857807182188546', '0.187950422975034', '0.984548026110462', '-0.449522170103223', '0.358970081369191', '2.02093372741729', '-0.0283616475285768', '0.952439204647122', '-1.44688181255321', '0.499704178263351', '1.19774020744258', '1.57279864793136', '2.65966714024254', '2.15572468205105', '-0.0332677911064153', '0.356799656227515', '-0.334507686794162', '-0.188310938747043', '0.971091534166885', '-0.692443627445351', '-0.267920623761052', '-0.81749061877634', '0.138767605825201', '2.7556297886589', '-1.78386252251066', '-0.099034096819269', '2.52423685213508', '4.13360620808128', '1.33576933780251', '1.412742614585', '3.89289134094645', '2.65561616833624', '2.32172919318792', '1.30487558519313', '-1.81480813278498', '0.0153030141776235', '0.966194732046017', '-0.852293482435738', '-0.128453731029445', '-1.48853416852627', '1.58943094670381', '1.74414332288412', '-0.0215113223282189', '-0.00566828038361939', '2.67909716067933', '-1.43665174572917', '0.318137107405186', '1.22654030321728'
'-0.695044160639471', '-1.21033897851896', '-0.737905166096184', '-1.04357785605312', '-1.28038243197108', '-1.51209321897304', '-0.743981154082481', '-0.695044160639471', '-0.339898486685694', '-0.884487684156902', '0.306549904966255', '0.251756617364828', '-0.516594806951647', '-0.738650189729513', '2.55963112047045', '-1.4502627134927', '0.654874618596846', '-0.512586989804344', '-0.822455608859965', '-0.705714822146255', '-0.23356076020072', '0.958532797863717', '-0.306092265589634', '3.93195268714617', '0.252262332376576', '-0.080108556103594', '-0.303707339014143', '-0.851441969172749', '0.0568773831265886', '-0.0713712521392716', '0.468901739907976', '-0.624766235844335', '0.851054535851686', '1.73898479489682', '-0.660426686130127', '0.734652030839303', '-1.00257794121276', '1.07117144482402', '-0.357067508855197', '-0.307632279471379', '0.224470616598769', '-3.22763894265898', '-1.01260999266267', '0.220368565994925', '0.667794104830645', '0.743724525145501', '-0.0836946439482471', '-0.438818077959027', '-1.02608006926573', '0.463978261787291', '-0.494104511694178', '-0.3917522407898', '0.0334857007350987', '0.597075029204615', '0.229786494506233', '-0.259439584443366', '-1.5573600353994', '-0.322231712976393', '-0.613560228882371', '-0.257855175347258', '3.0966655740777'
'-0.695044160639471', '-0.392239483779292', '0.370909275398639', '0.950027725304482', '2.82809745962843', '0.652275506223666', '1.72468358446393', '1.41904849463892', '-0.199904187836361', '0.132324929125836', '0.858595516521666', '0.607287911827956', '1.29206589995078', '0.691233719778879', '1.17615071359813', '0.353300797324457', '1.0064294969874', '-0.570690794549246', '1.58348921414387', '-0.801566686478945', '-0.0438007658250656', '0.110469954447493', '-0.950729420672021', '-0.206718661913364', '0.252262332376576', '0.817801125892199', '0.232506037671583', '-1.66961614723908', '-0.243044889974338', '-1.78175807739606', '0.468901739907976', '-0.010294684510375', '0.150108122244316', '-0.267920623761052', '1.95730552464008', '0.93328017251067', '1.20585340520667', '1.07117144482402', '-0.551351489682249', '-0.331753822330037', '-0.483217723238583', '-1.0093154729902', '1.3600175579057', '0.597037568554057', '0.390130070563198', '1.17021227326507', '1.0948966724937', '0.265957315976215', '-0.713665144232727', '-1.11274786576917', '-0.135915540952619', '-0.271651166162269', '-1.24255115935272', '-0.395280888294581', '-0.119680465888664', '0.454345201902075', '0.252947012119011', '0.615683560041019', '-1.16228790678023', '-0.534331471068432', '-0.207222404442372'
'-0.695044160639471', '0.698559842540263', '-0.582961663354549', '0.101684924726779', '0.141783684351827', '0.652275506223666', '0.078907092099657', '1.41904849463892', '-1.66144466782339', '1.14913754240857', '-0.724476457791645', '-0.951580071587297', '-1.3786667326715', '-0.148281454364306', '3.10054075323257', '1.67591403859037', '4.58199984549616', '0.533281495603898', '0.92732244423373', '-0.0283616475285768', '1.42683919058626', '-1.6319137056622', '-0.306092265589634', '-1.16294597721954', '-0.561766903239388', '0.357334622304613', '0.211057502604154', '-1.29299628749426', '-0.149319179630298', '-0.466075904121607', '5.72660316914813', '1.19654512494409', '2.45591501145105', '4.840565896459', '-0.570675867475149', '-0.0598605358461654', '-1.00257794121276', '-0.0508943065302229', '-0.794206465716064', '-0.244916268038868', '-1.24145523020717', '-1.57974150804789', '-0.3799093125111', '0.314535816634708', '0.219745322262718', '-1.21811911620453', '0.234660481757336', '-1.04291127276066', '-1.32902787535835', '-1.18282458254946', '-1.12988993476045', '-0.867537267198862', '0.0796075149551403', '-1.38763680579378', '0.695742441699428', '-0.997017197000321', '-0.26428357288625', '-0.960014098628233', '-0.81933310809407', '-0.833847458099703', '1.22654030321728'
'1.41904849463892', '-0.119539652199403', '-1.52553463836616', '-0.661823595793152', '-0.964345517232656', '0.652275506223666', '-1.56686940026462', '-0.695044160639471', '0.39927141123878', '-0.630284530836218', '1.00472523722751', '1.5918361118797', '2.84717604046502', '-1.04195889780705', '1.17615071359813', '2.27710187552943', '-0.83451763448702', '0.300866276624289', '0.708600187597018', '4.05492777304403', '1.52171918777409', '0.52679171394273', '-0.708990487516126', '0.196689736731428', '0.614053103761449', '-0.241271832359249', '0.926008671518456', '2.04463488334777', '-0.0837111823894706', '-0.597644121449052', '-0.297846385189546', '-0.107549174649563', '-0.0835406822914738', '-0.70579089692277', '-0.914720672319233', '-0.655744960860267', '-0.460156207004482', '-0.279463255880161', '-0.0823378172169442', '-0.240091959467136', '-0.146223275696987', '0.701962632182861', '0.200066310961169', '-0.0725962137732878', '-0.58800459560622', '-0.748982593273002', '0.0924167021867564', '-0.086430380991406', '1.50164068781951', '-0.476217688348231', '1.11774585664284', '0.666061070352678', '0.74068685210907', '0.376551491982571', '-0.00319147909036447', '-0.497367846558513', '-0.00566828038361939', '0.0529343962305719', '-0.202014470458974', '-0.0735376448664763', '-0.0617682167087839'
'1.41904849463892', '-0.846739203079107', '-1.10912397474802', '-1.085994996082', '-1.28038243197108', '-1.51209321897304', '0.078907092099657', '-0.695044160639471', '0.0520855500924364', '-0.884487684156902', '0.436442990038117', '-1.00627719381239', '-1.36176336157895', '-0.435341481651975', '-0.0825043934060231', '-0.698777917318885', '-0.0225116104971402', '-0.628794599294149', '0.0524334176868829', '0.617040905644871', '2.6128391554341', '-1.06139870190947', '-0.225512621204335', '-0.326247076326635', '-0.616035518947119', '-0.724761661126214', '-0.668332435160437', '-0.994297778041474', '-0.711673441694535', '-1.38705342541372', '-0.681220447738308', '0.599756208180895', '3.23474435990368', '-0.0854746766103355', '-0.742698269897191', '0.138767605825201', '-0.925089122040152', '-0.805171839385017', '-0.754742532110569', '-0.659806805207786', '-1.08980772881346', '-0.248747426246617', '-1.53986055945564', '-0.794545135344956', '-0.0200554346046228', '1.6393487961966', '0.403998314579455', '0.769368311644246', '-0.155105126749471', '-1.23538212013468', '-0.404557269008789', '-0.465660594406741', '-1.01194208825251', '-0.0644955824615155', '0.346275481304532', '-0.0215113223282189', '-0.26428357288625', '-0.641122905802313', '-1.2994698262547', '0.27205772478499', '-0.726701646348043'
'-0.695044160639471', '-0.93763914693907', '0.684024270522358', '0.186519204784549', '0.220792913036433', '0.652275506223666', '-1.56686940026462', '-0.695044160639471', '0.74085750043115', '-1.01158926081724', '0.0630003704565149', '-0.623397338236718', '-0.981437511996664', '-0.0399569157651851', '0.552024214257225', '-0.849074876553648', '0.0289354448770866', '-0.16396416133493', '-1.04117786549668', '-0.085872766128191', '-0.138680763012893', '0.634726984922977', '-0.386671909974932', '0.361041306549677', '-0.0914389004390535', '-0.19522518200049', '-1.08300411313073', '-0.55274345971996', '-0.711673441694535', '0.454901617170509', '-0.352614108410798', '-1.33207161867479', '-0.742005495074154', '-1.25312873837492', '-0.51084198837183', '-1.25162938587437', '-0.615133845349706', '0.593254550728692', '-0.211354523234908', '-0.201497490893283', '0.384542979181027', '1.65267269061234', '-0.538084482548991', '0.199442510297196', '-0.569072956906167', '-0.237197295529515', '-0.205617883580173', '-0.321355512303153', '-0.0983024131071064', '-0.931716347420099', '-0.180689162295314', '-0.705862743661802', '0.417834152568779', '2.58178686420301', '0.57925345490113', '-0.497367846558513', '-0.52289886538888', '-0.134648658372911', '0.209531287964424', '-0.741688692859311', '-0.560468288938228'
'-0.695044160639471', '-0.93763914693907', '-0.768571067680465', '-1.085994996082', '-0.411280916440414', '-1.51209321897304', '0.901795338281795', '-0.695044160639471', '0.410470955146726', '-0.376081377515533', '-0.781304682510584', '-0.623397338236718', '2.54291536079919', '-1.56191668308283', '0.281569397876169', '-1.11960940317622', '-0.0482351381842536', '-0.396379380314539', '-0.603733352223253', '-0.430939477725876', '0.193399227144503', '0.480533740665482', '1.62781919965753', '1.04832968942599', '0.107546023822627', '-0.770808311484973', '-1.19024678846788', '-1.20208804548689', '-1.13343913824271', '-1.38705342541372', '0.0307599541379631', '-0.523091087062457', '-0.71132433892299', '-1.39908549609549', '-0.286464941734384', '-0.655744960860267', '-0.537645026177094', '0.0737796658424703', '-0.880723550928111', '2.53388546927854', '-1.08980772881346', '0.385059279373035', '-1.17078516270056', '-0.857323302438144', '-0.581694049372869', '0.1466416777781', '-0.476558416095563', '-0.00252854838006757', '1.24602847642886', '0.125274130682569', '1.56548207006979', '-0.156169363635798', '0.494703842935515', '0.376551491982571', '-0.818614386678457', '-0.830467413519718', '-0.52289886538888', '-1.86041276072495', '-0.0648325509845079', '-1.22552221037136', '-0.768259985700497'
'1.41904849463892', '1.33485944956', '-0.185918937579111', '-0.449737895648727', '-0.88533628854805', '0.652275506223666', '0.078907092099657', '-0.695044160639471', '0.00168760250667664', '1.40334069572926', '-1.1385106664582', '-0.377260288223783', '0.11728160901883', '0.0846163036238036', '-0.41537185972117', '1.16490437719218', '-0.464098835792587', '0.765696714583507', '0.708600187597018', '-0.654593827835487', '-0.423320754576375', '0.264663198704988', '-0.144932976819037', '0.615039187177879', '0.0170983309764084', '0.219194671228337', '-0.0534744298941379', '-1.02027156147215', '-0.0274757561830469', '-0.334507686794162', '-0.462149554853301', '0.334516689619473', '-0.0906209490955887', '-0.0854746766103355', '0.611043244815402', '-0.457116819188899', '0.624687261412082', '-0.809327638464107', '0.175695594818984', '-0.645333879492591', '-0.120948692131367', '-1.23114781995708', '0.200066310961169', '-0.38648704923923', '-0.266166737705315', '0.0613441281541851', '1.21004639881274', '-1.83158849930724', '-1.25329092383519', '-1.82519448636876', '-1.371667490011', '-0.738197648369214', '-1.16568146898598', '-0.395280888294581', '-0.00319147909036447', '-0.0215113223282189', '1.28740818212953', '-0.134648658372911', '-0.33919638993344', '-0.64952992761892', '0.187581819405938'
'1.41904849463892', '-0.392239483779292', '0.519396798859371', '-0.110400775417646', '-0.88533628854805', '0.652275506223666', '0.078907092099657', '-0.695044160639471', '-0.149506240250602', '-0.503182954175876', '-0.870606178497489', '0.197059495139732', '-0.288399297202276', '2.31610179876569', '1.18655282192047', '0.50359775655922', '1.41800593998121', '1.05621573830802', '-0.603733352223253', '-0.750445692168177', '1.09475920042886', '-0.0591426142357517', '0.0162263119515602', '0.211630788533087', '0.252262332376576', '0.150124695690199', '-0.117820035096425', '2.04463488334777', '-0.824144294107383', '-0.597644121449052', '1.01657897212049', '2.27518583376054', '0.296433636196023', '-0.924726033503629', '0.162289151540509', '1.9264208808675', '0.0822655272037998', '0.946497472451323', '-0.223497272036599', '0.0927853319823449', '-0.550616612746902', '-0.565650779056443', '-0.801709765945477', '-0.543432466972202', '0.150329313695857', '-1.13282156658062', '-0.219164910205942', '0.282737682498483', '-0.656862430590362', '-0.032398482073078', '-0.449330890351484', '-0.876775811400979', '0.63306928559564', '1.58943094670381', '0.812231428497728', '-0.497367846558513', '-1.29874474289677', '-0.322231712976393', '0.552486086650588', '-0.810807766789605', '-0.602026628290682'
'1.41904849463892', '-1.75573864167874', '0.69370823944371', '-1.21324641616866', '-0.411280916440414', '-1.51209321897304', '0.078907092099657', '-0.695044160639471', '0.780055904108963', '-0.503182954175876', '-1.11415571300723', '-0.951580071587297', '-0.896920656533934', '-1.4048461021141', '0.676849514125406', '0.0527068788549305', '-0.159703758161745', '-0.977417427763563', '1.80221147078058', '-0.833517307923175', '-0.0912407644189793', '1.43653185506195', '-0.789570131901424', '2.19879067815373', '1.71751495648531', '0.357334622304613', '1.28348425597561', '0.875814628967289', '-1.39587112720602', '0.323333399843064', '-0.516917278074553', '0.489239742113636', '-0.791567362702958', '1.55653884774611', '-0.81749061877634', '1.13190831418204', '2.36818569279585', '-0.0716733019256718', '1.2078292429627', '-0.129132862317309', '0.308719228484168', '0.0681559265632092', '-0.854434822624774', '-0.857323302438144', '0.81293666819772', '0.487831876273757', '0.383677774640801', '-0.606621743181704', '0.943080670336251', '-1.26458075212646', '-0.449330890351484', '0.0840327856192624', '-1.51928204467297', '0.597075029204615', '1.74414332288412', '0.692273464017222', '1.0287928896269', '0.615683560041019', '0.964031845073986', '-0.234815484037161', '-0.082547386385011'
'1.41904849463892', '-1.75573864167874', '0.138494021286186', '1.28936484553556', '1.32692211462092', '-1.51209321897304', '-0.743981154082481', '-0.695044160639471', '0.74085750043115', '-0.884487684156902', '0.891068787789632', '0.169710934027183', '0.73425465389676', '-0.597828289550656', '1.0409233054076', '-1.97630207081437', '2.02679609524289', '-0.977417427763563', '-1.04117786549668', '3.19865111833866', '0.430599220114071', '1.18982266424996', '-1.03130906505732', '-0.83424283758304', '0.32462048665355', '0.0350080697933025', '0.468439923413302', '0.356338960353744', '0.281819087952283', '0.981174486480289', '-0.571685001295804', '0.0294912432738383', '-1.31314701727275', '-0.0854746766103355', '-0.652947451242213', '4.11133043925254', '-0.0339677015551177', '1.56986733431479', '0.858725214914089', '-0.351051056616963', '0.0980976987706701', '0.0681559265632092', '-0.432634369190397', '0.0738861761108188', '-1.01081119324074', '-0.0239534214697293', '-0.896516241494417', '-0.0528696479468706', '1.16082440596532', '-0.382782065974515', '1.87889741946865', '0.148702595034086', '1.52475769384978', '-0.505542656905602', '-1.05159236027505', '1.64398651247781', '-0.781514157891511', '-0.322231712976393', '1.37557760349738', '-0.626490236308823', '0.187581819405938'
'-0.695044160639471', '0.698559842540263', '0.157861959128891', '-0.407320755619842', '-0.0952440017019907', '0.652275506223666', '0.078907092099657', '-0.695044160639471', '0.214478936757662', '0.259426505786178', '-0.578346737085801', '0.169710934027183', '0.210250150027833', '-1.54566800229296', '-0.498588726299957', '-1.14966879502317', '-0.279746887368274', '-0.105860356590028', '0.489877930960307', '-0.603472833524719', '-0.375880755982461', '-0.0283039653842526', '-0.870149776286723', '0.644921290781197', '0.0713669466841394', '0.357334622304613', '0.661476739020164', '-0.163136708259802', '-0.168064321699106', '0.191765182515619', '-1.00982678706582', '0.0471738778445997', '1.88949366712186', '1.55653884774611', '0.835420291452848', '0.138767605825201', '-0.731367074108623', '-0.680497867012324', '0.130160286812644', '-0.572969250916617', '0.839485483362181', '0.0681559265632092', '-1.64531067281423', '0.565648485007462', '2.06873536863459', '-0.109250971093644', '0.756221006849462', '1.20565784122321', '-0.0699010562859239', '-0.639730027502235', '-0.538878133036873', '-0.142311547332621', '-1.50390810659962', '-0.0644955824615155', '1.86063230968242', '-0.497367846558513', '-0.52289886538888', '0.615683560041019', '-0.544969269145138', '0.433335563955675', '-1.0799475308439'
